date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:41:03	44323/44323	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:01%20GMT	http://www.xiaoyaojingjv.cn/?page_id=67	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index3d3a.html	(from http://www.xiaoyaojingjv.cn/)
08:41:03	1362/1362	---MCZ	200	added ('OK')	text/css	etag:W/%22674726f2-552%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/highlight/styles/vs2015.css	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/highlight/styles/vs2015.css	(from http://www.xiaoyaojingjv.cn/)
08:41:06	43796/43796	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:03%20GMT	http://www.xiaoyaojingjv.cn/?page_id=2	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexba53.html	(from http://www.xiaoyaojingjv.cn/)
08:41:08	39052/39052	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:05%20GMT	http://www.xiaoyaojingjv.cn/?page_id=71	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexe527.html	(from http://www.xiaoyaojingjv.cn/)
08:41:09	75551/75551	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:07%20GMT	http://www.xiaoyaojingjv.cn/?page_id=74	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexcc4b.html	(from http://www.xiaoyaojingjv.cn/)
08:41:12	584927/584927	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674726f2-8ecdf%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_js_merged.js?ver=1.3.5	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_js_mergede34c.js	(from http://www.xiaoyaojingjv.cn/)
08:41:13	38792/38792	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:12%20GMT	http://www.xiaoyaojingjv.cn/?cat=9	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index0b40.html	(from http://www.xiaoyaojingjv.cn/)
08:41:20	213911/213911	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22674a89ce-34397%22	http://www.xiaoyaojingjv.cn/wp-content/uploads/2024/11/R.jpg	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/uploads/2024/11/R.jpg	(from http://www.xiaoyaojingjv.cn/)
08:41:21	41648/41648	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:20%20GMT	http://www.xiaoyaojingjv.cn/?cat=1	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexb31a.html	(from http://www.xiaoyaojingjv.cn/)
08:41:33	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22674726f2-12d68%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_css_merged.css?ver=1.3.5)
08:41:35	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674726f2-2876e%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_css_merged.css?ver=1.3.5)
08:41:36	43149/43149	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:35%20GMT	http://www.xiaoyaojingjv.cn/?cat=5	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexb946.html	(from http://www.xiaoyaojingjv.cn/)
08:41:39	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22674726f2-2876e%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont.eot?	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_css_merged.css?ver=1.3.5)
08:41:40	38777/38777	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:39%20GMT	http://www.xiaoyaojingjv.cn/?tag=%e7%ae%97%e6%b3%95	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index5d82.html	(from http://www.xiaoyaojingjv.cn/)
08:41:48	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22674726f2-6d24a%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_css_merged.css?ver=1.3.5)
08:41:51	80205/80205	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:48%20GMT	http://www.xiaoyaojingjv.cn/?p=204	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexcb89.html	(from http://www.xiaoyaojingjv.cn/)
08:41:53	78759/78759	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:51%20GMT	http://www.xiaoyaojingjv.cn/?p=177	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexb7c7.html	(from http://www.xiaoyaojingjv.cn/)
08:41:53	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22674726f2-17ee8%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_css_merged.css?ver=1.3.5)
08:41:56	78732/78732	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:53%20GMT	http://www.xiaoyaojingjv.cn/?p=173	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexec4a.html	(from http://www.xiaoyaojingjv.cn/)
08:41:56	81386/81386	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:53%20GMT	http://www.xiaoyaojingjv.cn/?p=181	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index7c2c.html	(from http://www.xiaoyaojingjv.cn/)
08:41:57	78909/78909	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:55%20GMT	http://www.xiaoyaojingjv.cn/?p=164	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index7760.html	(from http://www.xiaoyaojingjv.cn/)
08:41:59	91823/91823	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:56%20GMT	http://www.xiaoyaojingjv.cn/?p=147	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index2fa7.html	(from http://www.xiaoyaojingjv.cn/)
08:41:59	1560/1560	---MCZ	200	added ('OK')	application/json	date:Fri,%2021%20Feb%202025%2000:41:57%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=/wp/v2/pages/64	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index020e.json	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:00	78478/78478	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:59%20GMT	http://www.xiaoyaojingjv.cn/?p=138	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index1a26.html	(from http://www.xiaoyaojingjv.cn/)
08:42:02	84288/84288	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:41:59%20GMT	http://www.xiaoyaojingjv.cn/?p=102	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexc5eb.html	(from http://www.xiaoyaojingjv.cn/)
08:42:02	2167/2167	---MCZ	200	added ('OK')	application/json	date:Fri,%2021%20Feb%202025%2000:42:00%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.xiaoyaojingjv.cn%2F%3Fpage_id%3D64	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index7449.json	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:02	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:01%20GMT	http://www.xiaoyaojingjv.cn/?p=64	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index8cd4.html	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:03	2359/2359	---MC-	200	added ('OK')	text/xml	date:Fri,%2021%20Feb%202025%2000:42:02%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.xiaoyaojingjv.cn%2F%3Fpage_id%3D64&format=xml	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index1f40.php	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:04	42832/42832	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:03%20GMT	http://www.xiaoyaojingjv.cn/?m=2025	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index4826.html	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:05	42832/42832	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:03%20GMT	http://www.xiaoyaojingjv.cn/?m=20252%20%e6%9c%88	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index0975.html	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:05	2524/2524	---MCZ	200	added ('OK')	application/json	date:Fri,%2021%20Feb%202025%2000:42:04%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=/wp/v2/pages/67	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexff31.json	(from http://www.xiaoyaojingjv.cn/?page_id=67)
08:42:06	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%22674726f2-286ac%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/vendor/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from http://www.xiaoyaojingjv.cn/wp-content/themes/argon/assets/argon_css_merged.css?ver=1.3.5)
08:42:06	42221/42221	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:05%20GMT	http://www.xiaoyaojingjv.cn/?m=2024	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index5fb4.html	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:07	40513/40513	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:06%20GMT	http://www.xiaoyaojingjv.cn/?m=202412%20%e6%9c%88	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index7ed7.html	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:08	40254/40254	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:06%20GMT	http://www.xiaoyaojingjv.cn/?m=202411%20%e6%9c%88	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexa3b3.html	(from http://www.xiaoyaojingjv.cn/?page_id=64)
08:42:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:07%20GMT	http://www.xiaoyaojingjv.cn/?p=67	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index96f1.html	(from http://www.xiaoyaojingjv.cn/?page_id=67)
08:42:08	2203/2203	---MCZ	200	added ('OK')	application/json	date:Fri,%2021%20Feb%202025%2000:42:06%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.xiaoyaojingjv.cn%2F%3Fpage_id%3D67	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index4141.json	(from http://www.xiaoyaojingjv.cn/?page_id=67)
08:42:09	2407/2407	---MC-	200	added ('OK')	text/xml	date:Fri,%2021%20Feb%202025%2000:42:08%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.xiaoyaojingjv.cn%2F%3Fpage_id%3D67&format=xml	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index151c.php	(from http://www.xiaoyaojingjv.cn/?page_id=67)
08:42:16	674215/674215	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2267545faf-a49a7%22	http://www.xiaoyaojingjv.cn/wp-content/uploads/2024/12/%e3%80%90%e5%93%b2%e9%a3%8e%e5%a3%81%e7%ba%b8%e3%80%91%e4%b9%a6%e6%88%bf-%e5%a4%9c%e6%99%9a-scaled.jpg	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/uploads/2024/12/%e3%80%90%e5%93%b2%e9%a3%8e%e5%a3%81%e7%ba%b8%e3%80%91%e4%b9%a6%e6%88%bf-%e5%a4%9c%e6%99%9a-scaled.jpg	(from http://www.xiaoyaojingjv.cn/)
08:42:18	2357/2357	---MC-	200	added ('OK')	text/xml	date:Fri,%2021%20Feb%202025%2000:42:17%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.xiaoyaojingjv.cn%2F%3Fpage_id%3D2&format=xml	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index46ce.php	(from http://www.xiaoyaojingjv.cn/?page_id=2)
08:42:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:18%20GMT	http://www.xiaoyaojingjv.cn/?p=2	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index905b.html	(from http://www.xiaoyaojingjv.cn/?page_id=2)
08:42:19	730/730	---MC-	200	added ('OK')	application/rss+xml	etag:%22d6bb0b4a97a265f63bc462503c3632bf%22	http://www.xiaoyaojingjv.cn/?feed=rss2&page_id=2	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index76cc.html	(from http://www.xiaoyaojingjv.cn/?page_id=2)
08:42:19	1573/1573	---MCZ	200	added ('OK')	application/json	date:Fri,%2021%20Feb%202025%2000:42:18%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=/wp/v2/pages/74	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index7362.json	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:19	734/734	---MC-	200	added ('OK')	application/rss+xml	etag:%22d6bb0b4a97a265f63bc462503c3632bf%22	http://www.xiaoyaojingjv.cn/?feed=rss2&page_id=74	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexf639.html	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:20	2185/2185	---MCZ	200	added ('OK')	application/json	date:Fri,%2021%20Feb%202025%2000:42:19%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.xiaoyaojingjv.cn%2F%3Fpage_id%3D74	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexcca6.json	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:19%20GMT	http://www.xiaoyaojingjv.cn/?p=74	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/index49a5.html	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:20	2383/2383	---MC-	200	added ('OK')	text/xml	date:Fri,%2021%20Feb%202025%2000:42:19%20GMT	http://www.xiaoyaojingjv.cn/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Fwww.xiaoyaojingjv.cn%2F%3Fpage_id%3D74&format=xml	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/indexd926.php	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:20%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-shy	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-shy	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:21	10072/10072	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22674726f3-2758%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/1.jpg	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/1.jpg	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:21	46386/46386	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:20%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-shy/	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-shy/index.html	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:22	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:21%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-daze	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-daze	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:22	8853/8853	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22674726f3-2295%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/2.jpg	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/2.jpg	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:23	46386/46386	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:22%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-daze/	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-daze/index.html	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:22%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-sweat	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-sweat	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:23	10275/10275	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22674726f3-2823%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/3.jpg	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/3.jpg	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:24	46386/46386	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:23%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-sweat/	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-sweat/index.html	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:24	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:23%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-proud	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-proud	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:24	8524/8524	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22674726f3-214c%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/4.jpg	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/4.jpg	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:25	46386/46386	---MCZ	200	added ('OK')	text/html	date:Fri,%2021%20Feb%202025%2000:42:23%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-proud/	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-proud/index.html	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2021%20Feb%202025%2000:42:24%20GMT	http://www.xiaoyaojingjv.cn/dinosaur-powerless	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/dinosaur-powerless	(from http://www.xiaoyaojingjv.cn/?page_id=74)
08:42:25	10131/10131	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22674726f3-2793%22	http://www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/5.jpg	E:/HTTrack/baocun/myboke/www.xiaoyaojingjv.cn/wp-content/themes/argon/stickers/dinosaur/5.jpg	(from http://www.xiaoyaojingjv.cn/?page_id=74)
